item,data,quantidade_ent,valor_ent,quantidade_sai,valor_sai,saldo_inicial_qtd,saldo_final_qtd,saldo_inicial_valor,saldo_final_valor
10.01.206-6,02/08/2012,881.8257,1749.45,1488.5523,2934.1499999999996,3119.5024000000003,2512.7758000000003,5839.66,4654.96
10.01.206-6,07/08/2012,4894.4609,9710.07,813.6751,1603.87,987.8062000000004,5068.592000000001,1649.0299999999997,9755.23
10.01.206-6,13/08/2012,902.4398,1790.34,1076.7713,2122.4700000000003,1951.0412000000006,1776.7097000000003,3610.0899999999992,3277.959999999999
10.01.206-6,14/08/2012,7903.913600000001,15680.54,1085.3915,2139.48,1776.7097000000003,8595.231800000001,3277.959999999999,16819.02
10.01.206-6,20/08/2012,1339.5688,2657.56,1281.9541,2526.93,5955.753600000002,6013.368300000002,11616.189999999999,11746.82
10.01.206-6,22/08/2012,1872.2507999999998,3707.67,1814.0855000000001,3575.8500000000004,4836.125100000002,4894.290400000002,9426.32,9558.14
10.01.206-6,28/08/2012,2684.2892,5325.34,1237.6352,2439.54,1507.5530000000012,2954.2070000000012,2882.38,5768.18
10.01.206-6,29/08/2012,4313.6929,8557.9,281.02279999999996,553.9300000000001,2954.2070000000012,6986.8771000000015,5768.18,13772.15
10.01.206-6,03/09/2012,446.9883,889.5,1360.5968,2703.12,4645.095500000001,3731.4870000000014,9156.16,7342.539999999999
10.01.206-6,05/09/2012,11682.091,23247.35,1289.1299,2561.15,2570.435300000001,12963.396400000001,5035.839999999999,25722.039999999997
10.01.206-6,06/09/2012,604.4186,1202.79,1108.1562999999999,2201.61,12963.396400000001,12459.658700000004,25722.039999999997,24723.219999999998
10.01.206-6,10/09/2012,613.588,1221.03,1074.2523,2134.25,12459.658700000004,11998.994400000003,24723.219999999998,23810.0
10.01.206-6,24/09/2012,7840.5969,15602.79,605.0446999999999,1202.0700000000002,3062.0861000000014,10297.638300000002,6054.769999999998,20455.489999999998
10.01.206-6,25/09/2012,932.2156,1855.08,1159.3633,2303.33,10297.638300000002,10070.490600000001,20455.489999999998,20007.239999999998
10.01.206-6,01/10/2012,981.6116000000001,1960.9299999999998,1178.5857999999998,2341.07,7723.648400000002,7526.674200000002,15344.649999999998,14964.509999999998
10.01.206-6,08/10/2012,1818.6401,3646.18,316.3672,628.41,2968.2680000000023,4470.540900000002,5909.989999999998,8927.759999999998
10.01.206-6,10/10/2012,10307.3354,20393.52,262.6185,521.65,4470.540900000002,14515.257800000003,8927.759999999998,28799.629999999997
10.01.206-6,11/10/2012,617.9218,1238.87,68.7361,136.53,14515.257800000003,15064.443500000001,28799.629999999997,29901.969999999998
10.01.206-6,25/10/2012,616.6446,1236.32,1116.3873,2217.5499999999997,6248.866800000001,5749.124100000001,12391.27,11410.04
10.01.206-6,30/10/2012,6495.989799999999,12912.59,1107.0993,2199.05,3690.420400000001,9079.3109,7320.77,18034.31
10.01.206-6,05/11/2012,682.3588,1377.53,1272.9374,2552.8500000000004,7188.8613000000005,6598.282700000001,14264.87,13089.55
10.01.206-6,08/11/2012,2375.9667,4796.58,1070.8815000000002,2147.62,5916.709900000001,7221.7951,11722.67,14371.630000000001
10.01.206-6,09/11/2012,2539.3526,5126.389999999999,1020.3046999999999,2046.22,7221.7951,8740.843,14371.630000000001,17451.8
10.01.206-6,13/11/2012,461.9087,932.49,640.1739,1283.85,7762.714600000001,7584.449400000001,15490.169999999998,15138.81
10.01.206-6,23/11/2012,1865.0886,3765.21,328.2028,658.21,4039.660200000001,5576.546000000001,8029.78,11136.779999999999
10.01.206-6,27/11/2012,384.3521,768.94,730.0751,1464.14,5576.546000000001,5230.823000000001,11136.779999999999,10441.58
10.01.206-6,28/11/2012,2417.1948,4835.82,915.0120999999999,1835.05,5230.823000000001,6733.0057000000015,10441.58,13442.349999999999
10.01.206-6,29/11/2012,478.4,1020.0,297.40509999999995,596.4399999999999,6733.0057000000015,6914.000600000001,13442.349999999999,13865.91
10.01.206-6,04/12/2012,656.5975,1375.29,6.6991,13.82,5138.990100000001,5788.888500000001,10246.279999999999,11607.75
10.01.206-6,12/12/2012,1328.7187,2783.13,3.0667,6.32,4377.375800000002,5703.027800000002,8696.98,11473.79
10.01.206-6,19/12/2012,8848.2127,18533.33,5.0987,10.52,3207.9189000000015,12051.032900000002,6328.48,24851.29
10.01.206-6,07/01/2013,629.8755,1269.82,739.6888,1502.9900000000002,9180.3521,9070.538800000002,18931.49,18698.32
10.01.206-6,09/01/2013,1792.6245,3613.94,731.7545,1486.86,8176.7296000000015,9237.599600000001,16882.160000000003,19009.24
10.01.206-6,17/01/2013,33.1737,67.4,1573.9086,3198.05,3973.658800000002,2432.9239000000016,8313.310000000001,5182.66
10.01.206-6,18/01/2013,10638.837,21447.97,1513.5868,3075.49,2432.9239000000016,11558.1741,5182.66,23555.140000000003
10.01.206-6,24/01/2013,1420.1162,2862.96,1136.2471,2308.75,8300.8286,8584.6977,16936.47,17490.680000000004
10.01.206-6,28/01/2013,634.7465,1279.65,404.8804,822.6999999999999,6245.868,6475.734100000001,12738.360000000004,13195.310000000005
10.01.206-6,29/01/2013,2337.4417000000003,4712.3099999999995,1072.6538,2179.55,6475.734100000001,7740.522000000001,13195.310000000005,15728.070000000003
10.01.206-6,01/02/2013,872.5852,1759.44,903.4784000000001,1812.83,5470.3289,5439.435700000001,11115.220000000005,11061.830000000004
10.01.206-6,05/02/2013,433.6159,874.31,689.5797,1383.63,2758.9400000000014,2502.976200000001,5683.450000000004,5174.130000000005
10.01.206-6,06/02/2013,159.069,320.74,7.7998,15.65,2502.976200000001,2654.245400000001,5174.130000000005,5479.220000000005
10.01.206-6,07/02/2013,552.9177,1114.87,1074.3596000000002,2155.7,2654.245400000001,2132.803500000001,5479.220000000005,4438.390000000005
10.01.206-6,08/02/2013,5409.9667,10709.53,952.4066999999999,1910.97,2132.803500000001,6590.363500000001,4438.390000000005,13236.950000000006
10.01.206-6,14/02/2013,1865.384,3761.26,1248.3434000000002,2504.77,5446.743400000001,6063.7840000000015,10942.290000000006,12198.780000000006
10.01.206-6,20/02/2013,619.9502,1247.26,73.3669,147.21,3392.2993000000006,3938.882600000001,6838.490000000007,7938.540000000006
10.01.206-6,26/02/2013,2446.2074,4837.6,1223.1037,2418.8,1812.679900000001,3035.7836000000007,3672.3300000000063,6091.1300000000065
10.01.206-6,01/03/2013,3008.1327,6529.31,3.4564,7.140000000000001,612.6683000000007,3617.344600000001,1229.1900000000069,7751.360000000007
10.01.206-6,07/03/2013,5343.4882,10603.71,716.5790000000001,1481.1499999999999,678.8680000000008,5305.7772,1677.6200000000063,10800.180000000006
10.01.206-6,09/03/2013,2159.9334,4283.06,1173.978,2426.6000000000004,4207.692300000001,5193.6477,8530.470000000007,10386.930000000006
10.01.206-6,13/03/2013,396.2489,1199.39,624.2015,1290.22,3166.834200000001,2938.8816000000006,6197.570000000006,6106.740000000006
10.01.206-6,18/03/2013,5277.2114,10467.89,573.5549000000001,1185.53,955.9330000000004,5659.5895,2008.0400000000063,11290.400000000005
10.01.206-6,20/03/2013,2432.1398,4947.1,968.0666,2000.9700000000003,4357.094,5821.1672,8598.190000000006,11544.320000000005
10.01.206-6,26/03/2013,1827.7842,3803.05,691.9165,1430.1899999999998,1369.6702000000005,2505.5379000000003,2343.190000000004,4716.050000000005
10.01.206-6,27/03/2013,1523.1535,3611.16,14.0725,29.09,2505.5379000000003,4014.6189000000004,4716.050000000005,8298.120000000004
10.01.206-6,02/04/2013,3237.2215,6523.99,0.0,0.0,2374.952,5612.173500000001,4933.280000000004,11457.270000000004
10.01.206-6,11/04/2013,655.94,1322.62,1355.0619,2744.7900000000004,1292.3564000000006,593.2345000000005,2707.060000000003,1284.890000000003
10.01.206-6,12/04/2013,6095.1906,12308.99,763.4276000000001,1546.3899999999996,593.2345000000005,5924.9975,1284.890000000003,12047.490000000003
10.01.206-6,18/04/2013,2085.395,4216.42,3.8999,7.9,2515.4823000000006,4596.977400000001,5141.230000000003,9349.750000000004
10.01.206-6,22/04/2013,877.9385,1769.74,1157.8472,2345.3100000000004,3928.3226000000004,3648.4139000000005,7995.360000000004,7419.790000000004
10.01.206-6,25/04/2013,4572.4,9232.1,1120.1033,2268.85,1516.1988000000006,4968.495500000001,3100.8300000000036,10064.080000000004
10.01.206-6,03/05/2013,675.8402,1450.33,0.0,0.0,1560.1159000000002,2235.9561000000003,3146.020000000003,4596.350000000003
10.01.206-6,06/05/2013,19.2732,40.77,1082.3212999999998,2289.14,2235.9561000000003,1172.9080000000004,4596.350000000003,2347.980000000003
10.01.206-6,08/05/2013,9201.532,19289.15,1225.1790999999998,2591.2799999999997,637.8837000000003,8614.2366,1216.4000000000033,17914.270000000004
10.01.206-6,10/05/2013,2110.1387999999997,4577.39,1182.7517,2501.5300000000007,7552.6444,8480.031500000001,15668.970000000005,17744.830000000005
10.01.206-6,21/05/2013,5497.0954,11752.7,9.7096,20.54,2107.2542000000003,7594.64,4266.310000000006,15998.470000000005
10.01.206-6,27/05/2013,4922.995,10483.49,1004.4823,2124.5,4469.6651,8388.1778,9389.100000000006,17748.090000000004
10.01.206-6,28/05/2013,151.6542,313.89,1107.0294,2341.38,8388.1778,7432.8026,17748.090000000004,15720.600000000006
10.01.206-6,03/06/2013,1858.3999,4150.46,1008.7955000000001,2204.9100000000003,7428.7034,8278.307799999999,15711.930000000006,17657.480000000003
10.01.206-6,12/06/2013,7454.9085,16336.92,2176.1875999999997,4756.43,913.1688999999988,6191.889799999999,1559.6200000000063,13140.110000000006
10.01.206-6,14/06/2013,442.3813,988.01,1824.9552,3988.74,5628.834499999999,4246.260599999999,11909.460000000006,8908.730000000007
10.01.206-6,18/06/2013,997.2402,2166.74,238.989,522.35,2410.049799999999,3168.3009999999986,4895.360000000006,6539.7500000000055
10.01.206-6,19/06/2013,709.278,2032.75,0.0,0.0,3168.3009999999986,3877.578999999999,6539.7500000000055,8572.500000000005
10.01.206-6,21/06/2013,5801.196,12528.2,67.4396,147.4,3847.253499999999,9581.0099,8506.220000000007,20887.020000000008
10.01.206-6,24/06/2013,1927.8737,4305.63,918.4390000000001,2007.3999999999999,9581.0099,10590.444599999999,20887.020000000008,23185.250000000007
10.01.206-6,28/06/2013,1453.6764,3139.21,1240.6619,2711.69,7456.286699999999,7669.301199999999,16334.970000000007,16762.490000000005
10.01.206-6,10/07/2013,2451.2956,5333.57,490.1297,1117.23,942.9389999999989,2904.104899999999,3146.120000000007,7362.460000000007
10.01.206-6,11/07/2013,688.4666,1648.85,996.3002000000001,2271.02,2904.104899999999,2596.2712999999985,7362.460000000007,6740.290000000007
10.01.206-6,17/07/2013,5588.8279,12161.7,587.1562,1338.4,610.9688999999985,5612.640599999999,2214.8700000000063,13038.170000000007
10.01.206-6,29/07/2013,4916.8719,10963.37,847.171,1931.11,1014.7870999999982,5084.487999999998,2557.5600000000068,11589.820000000007
10.01.369-0,28/09/2012,12016.306,25428.49,0.0,0.0,2380.2404,14396.5464,6373.7,31802.190000000002
10.01.369-0,08/03/2013,4973.0788,10829.2,0.0,0.0,4049.160099999999,9022.238899999998,8944.869999999999,19774.07
10.01.369-0,06/07/2013,913.0738,0.18,0.0,0.0,5000.926199999998,5913.999999999998,11637.329999999998,11637.509999999998
41.01.053-3,10/08/2012,4700.0,562.55,4748.0,568.29,25846.0,25798.0,3093.38,3087.6400000000003
41.01.053-3,31/08/2012,0.0,0.03,116.0,13.91,24926.0,24810.0,2983.3100000000004,2969.4300000000003
41.01.053-3,14/09/2012,4.0,0.48,80.0,9.580000000000002,23994.0,23918.0,2871.75,2862.65
41.01.053-3,17/10/2012,28.0,3.35,172.0,20.580000000000002,22538.0,22394.0,2697.42,2680.19
41.01.053-3,30/10/2012,8.0,0.95,136.0,16.28,21638.0,21510.0,2589.71,2574.38
41.01.053-3,20/11/2012,6000.0,1860.66,96.0,21.0,20678.0,26582.0,2405.08,4244.74
41.01.053-3,21/11/2012,4300.0,1336.2,56.0,12.25,26582.0,30826.0,4244.74,5568.6900000000005
41.01.053-3,23/11/2012,10300.0,2252.92,10352.0,2264.3,30750.0,30698.0,5552.0599999999995,5540.68
41.01.053-3,26/11/2012,7700.0,2392.71,56.0,12.25,30642.0,38286.0,5528.43,7908.89
41.01.053-3,27/11/2012,5100.0,1580.75,56.0,12.25,38286.0,43330.0,7908.89,9477.39
41.01.053-3,30/11/2012,0.0,2216.91,56.0,2229.16,43206.0,43150.0,9450.27,9438.02
41.01.053-3,31/12/2012,0.0,0.02,0.0,0.02,37483.0,37483.0,8198.45,8198.45
41.01.053-3,28/02/2013,20.0,4.39,52.0,11.39,33285.0,33253.0,7280.240000000002,7273.240000000002
41.01.053-3,31/03/2013,0.0,0.03,0.0,0.03,32169.0,32169.0,7036.090000000002,7036.090000000002
41.01.053-3,30/04/2013,0.0,0.01,140.0,30.64,31037.0,30897.0,6788.470000000001,6757.840000000002
41.01.053-3,10/05/2013,12800.0,3332.22,12896.0,3357.2,30241.0,30145.0,6587.100000000002,6562.120000000002
41.01.053-3,22/05/2013,3500.0,1237.13,120.0,31.230000000000004,29425.0,32805.0,6374.680000000002,7580.580000000003
41.01.053-3,23/05/2013,5000.0,1767.38,92.0,23.95,32805.0,37713.0,7580.580000000003,9324.010000000002
41.01.053-3,24/05/2013,5300.0,1873.44,120.0,31.24,37713.0,42893.0,9324.010000000002,11166.210000000003
41.01.053-3,31/05/2013,0.0,785.26,0.0,785.26,42665.0,42665.0,11106.860000000004,11106.860000000004
41.01.053-3,30/06/2013,0.0,0.02,0.0,0.02,40917.0,40917.0,10651.860000000008,10651.860000000008
41.01.053-3,06/07/2013,151.0,0.02,0.0,0.0,40513.0,40664.0,10547.100000000008,10547.120000000008
41.01.053-3,31/07/2013,0.0,13.18,36.0,22.509999999999998,39596.0,39560.0,10270.14000000001,10260.810000000009
41.02.051-2,01/08/2012,9000.0,641.16,7940.0,571.4099999999996,70084.0,71144.0,5333.46,5403.21
41.02.051-2,02/08/2012,6000.0,427.44,6145.0,442.17,71144.0,70999.0,5403.21,5388.4800000000005
41.02.051-2,03/08/2012,12000.0,854.88,4464.0,321.21,70999.0,78535.0,5388.4800000000005,5922.150000000001
41.02.051-2,06/08/2012,21060.0,1506.94,13749.0,989.42,78535.0,85846.0,5922.150000000001,6439.67
41.02.051-2,07/08/2012,9000.0,641.17,4731.0,340.4399999999999,85846.0,90115.0,6439.67,6740.400000000001
41.02.051-2,08/08/2012,18000.0,1286.72,10562.0,760.05,90115.0,97553.0,6740.400000000001,7267.070000000001
41.02.051-2,09/08/2012,36080.0,2592.29,33768.0,2430.25,97553.0,99865.0,7267.070000000001,7429.110000000001
41.02.051-2,10/08/2012,6000.0,431.82,9051.0,651.4,99865.0,96814.0,7429.110000000001,7209.530000000001
41.02.051-2,14/08/2012,120.0,8.64,4868.0,350.35999999999984,93472.0,88724.0,6969.01,6627.290000000001
41.02.051-2,16/08/2012,168.0,12.09,4433.0,319.09,84098.0,79833.0,6294.340000000001,5987.340000000001
41.02.051-2,17/08/2012,120.0,8.64,4347.0,312.84999999999985,79833.0,75606.0,5987.340000000001,5683.130000000001
41.02.051-2,20/08/2012,37980.0,2719.56,23846.0,1716.1999999999996,75606.0,89740.0,5683.130000000001,6686.490000000002
41.02.051-2,21/08/2012,20010.0,1440.12,24980.0,1797.7999999999997,89740.0,84770.0,6686.490000000002,6328.810000000001
41.02.051-2,22/08/2012,9000.0,641.16,4982.0,358.43999999999994,84770.0,88788.0,6328.810000000001,6611.530000000002
41.02.051-2,23/08/2012,24000.0,1716.3600000000001,13100.0,942.8,88788.0,99688.0,6611.530000000002,7385.090000000002
41.02.051-2,24/08/2012,12012.0,761.65,6831.0,491.5699999999999,99688.0,104869.0,7385.090000000002,7655.170000000002
41.02.051-2,27/08/2012,12072.0,809.46,4328.0,311.44999999999993,104869.0,112613.0,7655.170000000002,8153.180000000002
41.02.051-2,28/08/2012,12900.0,880.17,5249.0,377.73999999999995,112613.0,120264.0,8153.180000000002,8655.610000000002
41.02.051-2,29/08/2012,24900.0,1792.06,29340.0,2111.61,120264.0,115824.0,8655.610000000002,8336.060000000001
41.02.051-2,31/08/2012,12.0,424.43000000000006,3915.0,705.2800000000001,112031.0,108128.0,8063.060000000001,7782.210000000002
41.02.051-2,05/09/2012,6000.0,445.62,15064.0,1118.79,95255.0,86191.0,6826.130000000002,6152.960000000002
41.02.051-2,11/09/2012,3000.0,233.35,5103.0,379.0,76320.0,74217.0,5419.840000000002,5274.190000000002
41.02.051-2,12/09/2012,12000.0,933.41,5331.0,395.95,74217.0,80886.0,5274.190000000002,5811.650000000002
41.02.051-2,13/09/2012,12000.0,1338.47,4385.0,325.72999999999985,80886.0,88501.0,5811.650000000002,6824.390000000002
41.02.051-2,14/09/2012,30004.0,2076.52,16986.0,1261.57,88501.0,101519.0,6824.390000000002,7639.340000000002
41.02.051-2,17/09/2012,30000.0,2291.33,15748.0,1169.59,101519.0,115771.0,7639.340000000002,8761.080000000002
41.02.051-2,19/09/2012,20832.0,1384.1899999999998,3185.0,236.4900000000001,112314.0,129961.0,8504.300000000003,9652.000000000004
41.02.051-2,24/09/2012,24000.0,1782.48,26882.0,1996.51,123538.0,120656.0,9175.010000000002,8960.980000000003
41.02.051-2,26/09/2012,15000.0,1114.05,19258.0,1430.2299999999998,117421.0,113163.0,8720.740000000002,8404.560000000003
41.02.051-2,30/09/2012,0.0,200.16,0.0,200.16,103767.0,103767.0,7706.690000000002,7706.690000000002
41.02.051-2,08/10/2012,9000.0,679.41,16004.0,1208.13,78613.0,71609.0,5807.790000000003,5279.070000000002
41.02.051-2,09/10/2012,40.0,3.02,4071.0,307.31999999999994,71609.0,67578.0,5279.070000000002,4974.770000000002
41.02.051-2,10/10/2012,11800.0,890.79,15444.0,1165.88,67578.0,63934.0,4974.770000000002,4699.680000000002
41.02.051-2,16/10/2012,9000.0,670.92,6242.0,471.22999999999985,54090.0,56848.0,3956.5500000000025,4156.2400000000025
41.02.051-2,17/10/2012,27042.0,1819.5,21892.0,1652.67,56848.0,61998.0,4156.2400000000025,4323.070000000002
41.02.051-2,18/10/2012,15000.0,1118.19,8737.0,659.4799999999998,61998.0,68261.0,4323.070000000002,4781.7800000000025
41.02.051-2,19/10/2012,27000.0,2195.1099999999997,20182.0,1523.52,68261.0,75079.0,4781.7800000000025,5453.370000000003
41.02.051-2,22/10/2012,9012.0,671.79,4386.0,331.02000000000004,75079.0,79705.0,5453.370000000003,5794.140000000002
41.02.051-2,23/10/2012,48000.0,3609.4,40936.0,3090.23,79705.0,86769.0,5794.140000000002,6313.310000000002
41.02.051-2,24/10/2012,30000.0,2260.98,22494.0,1698.0,86769.0,94275.0,6313.310000000002,6876.290000000003
41.02.051-2,25/10/2012,17200.0,1538.73,11084.0,836.74,94275.0,100391.0,6876.290000000003,7578.2800000000025
41.02.051-2,30/10/2012,9008.0,680.02,13061.0,985.98,86148.0,82095.0,6503.090000000003,6197.130000000003
41.02.051-2,31/10/2012,52.0,97.49000000000001,4824.0,457.6600000000001,82095.0,77323.0,6197.130000000003,5836.960000000003
41.02.051-2,01/11/2012,11204.0,899.35,26311.0,2112.0099999999998,77323.0,62216.0,5836.960000000003,4624.300000000003
41.02.051-2,05/11/2012,12.0,0.97,8727.0,700.55,62216.0,53501.0,4624.300000000003,3924.720000000003
41.02.051-2,07/11/2012,12000.0,1474.2,4102.0,329.28999999999996,49310.0,57208.0,3588.280000000003,4733.190000000003
41.02.051-2,08/11/2012,9000.0,822.7,3749.0,300.86999999999983,57208.0,62459.0,4733.190000000003,5255.020000000003
41.02.051-2,09/11/2012,27000.0,2405.46,23922.0,1920.1799999999998,62459.0,65537.0,5255.020000000003,5740.300000000003
41.02.051-2,13/11/2012,9000.0,638.68,4640.0,372.45000000000005,58777.0,63137.0,5197.670000000004,5463.900000000003
41.02.051-2,14/11/2012,30000.0,2295.98,16396.0,1316.09,63137.0,76741.0,5463.900000000003,6443.790000000004
41.02.051-2,19/11/2012,27000.0,1908.53,18030.0,1447.2500000000002,76741.0,85711.0,6443.790000000004,6905.070000000003
41.02.051-2,20/11/2012,18000.0,1430.74,6588.0,528.8299999999999,85711.0,97123.0,6905.070000000003,7806.980000000003
41.02.051-2,21/11/2012,18000.0,1375.05,5959.0,478.3099999999998,97123.0,109164.0,7806.980000000003,8703.720000000003
41.02.051-2,22/11/2012,42000.0,3415.08,36704.0,2946.1899999999996,109164.0,114460.0,8703.720000000003,9172.610000000004
41.02.051-2,23/11/2012,27240.0,2135.72,20152.0,1617.62,114460.0,121548.0,9172.610000000004,9690.710000000003
41.02.051-2,24/11/2012,15000.0,1300.31,4864.0,390.44999999999993,121548.0,131684.0,9690.710000000003,10600.570000000003
41.02.051-2,26/11/2012,12000.0,922.5799999999999,6930.0,556.2399999999998,131684.0,136754.0,10600.570000000003,10966.910000000003
41.02.051-2,27/11/2012,6000.0,461.28,3692.0,296.36,136754.0,139062.0,10966.910000000003,11131.830000000004
41.02.051-2,28/11/2012,12000.0,966.8800000000001,7180.0,576.3100000000001,139062.0,143882.0,11131.830000000004,11522.400000000003
41.02.051-2,29/11/2012,12000.0,978.98,4341.0,348.4199999999999,143882.0,151541.0,11522.400000000003,12152.960000000003
41.02.051-2,30/11/2012,9000.0,1050.44,3789.0,620.3100000000002,151541.0,156752.0,12152.960000000003,12583.090000000004
41.02.051-2,03/12/2012,42000.0,4157.75,35491.0,3056.85,156752.0,163261.0,12583.090000000004,13683.990000000005
41.02.051-2,04/12/2012,32700.0,3194.89,24182.0,2082.7999999999997,163261.0,171779.0,13683.990000000005,14796.080000000005
41.02.051-2,05/12/2012,15004.0,1292.29,22783.0,1962.3400000000001,171779.0,164000.0,14796.080000000005,14126.030000000002
41.02.051-2,06/12/2012,36.0,3.1,4672.0,402.47999999999996,164000.0,159364.0,14126.030000000002,13726.650000000005
41.02.051-2,10/12/2012,5700.0,490.94,12076.0,1040.14,151128.0,144752.0,13017.270000000004,12468.070000000003
41.02.051-2,20/12/2012,500.0,43.07,3647.0,314.12999999999977,116990.0,113843.0,10076.830000000005,9805.770000000004
41.02.051-2,31/12/2012,0.0,268.35,0.0,268.35,95010.0,95010.0,8183.690000000005,8183.690000000005
41.02.051-2,09/01/2013,18000.0,1420.92,22387.0,1767.2200000000003,88092.0,83705.0,7637.570000000005,7291.270000000004
41.02.051-2,10/01/2013,15000.0,1184.1,21604.0,1705.4099999999999,83705.0,77101.0,7291.270000000004,6769.960000000005
41.02.051-2,14/01/2013,12000.0,947.28,19908.0,1571.53,73068.0,65160.0,6451.5800000000045,5827.3300000000045
41.02.051-2,17/01/2013,24000.0,1894.56,30164.0,2381.17,57931.0,51767.0,5256.680000000004,4770.070000000004
41.02.051-2,21/01/2013,24.0,1.9,4417.0,348.75000000000006,45121.0,40728.0,4245.460000000005,3898.610000000004
41.02.051-2,22/01/2013,30000.0,2431.48,19449.0,1535.28,40728.0,51279.0,3898.610000000004,4794.810000000004
41.02.051-2,23/01/2013,18000.0,1496.81,6508.0,513.7800000000001,51279.0,62771.0,4794.810000000004,5777.840000000004
41.02.051-2,24/01/2013,42000.0,3492.64,26814.0,2205.29,62771.0,77957.0,5777.840000000004,7065.190000000004
41.02.051-2,25/01/2013,21000.0,1478.82,6238.0,492.42999999999995,77957.0,92719.0,7065.190000000004,8051.580000000004
41.02.051-2,26/01/2013,24000.0,1432.93,4422.0,349.07000000000005,92719.0,112297.0,8051.580000000004,9135.440000000004
41.02.051-2,28/01/2013,10000.0,454.8,4225.0,333.4600000000001,112297.0,118072.0,9135.440000000004,9256.780000000004
41.02.051-2,29/01/2013,6006.0,499.40000000000003,4067.0,320.99000000000007,118072.0,120011.0,9256.780000000004,9435.190000000004
41.02.051-2,30/01/2013,54000.0,4288.07,54377.0,4292.52,120011.0,119634.0,9435.190000000004,9430.740000000003
41.02.051-2,31/01/2013,3000.0,436.9,4563.0,547.6100000000002,119634.0,118071.0,9430.740000000003,9320.030000000002
41.02.051-2,01/02/2013,12066.0,998.49,6346.0,510.01,118071.0,123791.0,9320.030000000002,9808.510000000002
41.02.051-2,02/02/2013,9000.0,744.9,5692.0,457.43000000000006,123791.0,127099.0,9808.510000000002,10095.980000000003
41.02.051-2,04/02/2013,6000.0,496.59999999999997,4674.0,375.60999999999984,127099.0,128425.0,10095.980000000003,10216.970000000003
41.02.051-2,05/02/2013,7550.0,762.85,4287.0,344.51000000000005,128425.0,131688.0,10216.970000000003,10635.310000000003
41.02.051-2,06/02/2013,23348.0,1876.23,28002.0,2250.23,131688.0,127034.0,10635.310000000003,10261.310000000003
41.02.051-2,08/02/2013,76.0,6.11,4187.0,336.41999999999996,120510.0,116399.0,9737.050000000003,9406.740000000003
41.02.051-2,14/02/2013,30000.0,2410.8,34838.0,2799.59,112448.0,107610.0,9089.230000000003,8700.440000000002
41.02.051-2,21/02/2013,15000.0,1241.49,3682.0,295.9400000000001,85867.0,97185.0,6953.110000000002,7898.660000000003
41.02.051-2,22/02/2013,15000.0,1241.47,4454.0,357.9700000000002,97185.0,107731.0,7898.660000000003,8782.160000000003
41.02.051-2,23/02/2013,18000.0,1321.45,1048.0,84.21,107731.0,124683.0,8782.160000000003,10019.400000000001
41.02.051-2,25/02/2013,30000.0,2410.8,36048.0,2896.8500000000004,124683.0,118635.0,10019.400000000001,9533.350000000002
41.02.051-2,28/02/2013,20.0,330.77,4247.0,670.4899999999998,110543.0,106316.0,8883.000000000002,8543.280000000002
41.02.051-2,01/03/2013,9000.0,748.44,15345.0,1276.0900000000001,106316.0,99971.0,8543.280000000002,8015.630000000003
41.02.051-2,06/03/2013,12000.0,997.92,16898.0,1405.18,91799.0,86901.0,7336.020000000002,6928.760000000002
41.02.051-2,07/03/2013,30250.0,2515.59,34709.0,2886.3300000000004,86901.0,82442.0,6928.760000000002,6558.020000000002
41.02.051-2,08/03/2013,248.0,20.62,4651.0,386.69000000000017,82442.0,78039.0,6558.020000000002,6191.950000000002
41.02.051-2,15/03/2013,12000.0,1082.56,4335.0,360.4500000000001,60099.0,67764.0,4699.960000000001,5422.0700000000015
41.02.051-2,18/03/2013,12060.0,1087.56,5269.0,438.14000000000016,67764.0,74555.0,5422.0700000000015,6071.490000000001
41.02.051-2,19/03/2013,42000.0,3577.34,34851.0,2898.2200000000003,74555.0,81704.0,6071.490000000001,6750.610000000001
41.02.051-2,20/03/2013,15000.0,1353.19,4515.0,375.43000000000006,81704.0,92189.0,6750.610000000001,7728.370000000001
41.02.051-2,21/03/2013,12000.0,1082.58,3967.0,329.79000000000013,92189.0,100222.0,7728.370000000001,8481.16
41.02.051-2,22/03/2013,3800.0,170.01,4289.0,356.5999999999999,100222.0,99733.0,8481.16,8294.57
41.02.051-2,27/03/2013,12000.0,997.92,16147.0,1342.8000000000002,91329.0,87182.0,7595.75,7250.870000000001
41.02.051-2,31/03/2013,0.0,129.19,0.0,129.19,82993.0,82993.0,6902.47,6902.47
41.02.051-2,01/04/2013,9308.0,823.05,4547.0,384.10999999999996,82993.0,87754.0,6902.47,7341.41
41.02.051-2,02/04/2013,42800.0,3664.66,35103.0,2965.5099999999998,87754.0,95451.0,7341.41,8040.56
41.02.051-2,03/04/2013,12000.0,1062.7,4800.0,405.4699999999999,95451.0,102651.0,8040.56,8697.79
41.02.051-2,08/04/2013,12004.0,1063.08,4149.0,350.50000000000006,102651.0,110506.0,8697.79,9410.37
41.02.051-2,09/04/2013,12000.0,1062.72,8434.0,712.4099999999999,110506.0,114072.0,9410.37,9760.68
41.02.051-2,10/04/2013,12040.0,1066.11,4223.0,356.74,114072.0,121889.0,9760.68,10470.05
41.02.051-2,11/04/2013,12000.0,1062.42,4360.0,368.36,121889.0,129529.0,10470.05,11164.11
