item,data_lancamento,lanc_Ent_qtd,lanc_Ent_valor,lanc_Sai_qtd,lanc_Sai_valor,saldo_inicio_valor,saldo_inicio_qtd,saldo_final_valor,saldo_final_qtd
82.70.372-1,24/04/2013,4.1788,33.760000000000005,1067.0761,8621.47,196159.32000000024,24356.84880000003,187571.61000000025,23293.951500000032
82.70.372-1,25/04/2013,2244.0,18130.4,3337.2568,26963.370000000003,187571.61000000025,23293.951500000032,178738.64000000025,22200.694700000033
82.70.372-1,26/04/2013,0.0,0.0,1083.9326,8757.63,178738.64000000025,22200.694700000033,169981.01000000024,21116.762100000033
82.70.372-1,29/04/2013,749.3133,6054.08,1704.7782,13773.76,169981.01000000024,21116.762100000033,162261.33000000022,20161.297200000034
82.70.372-1,30/04/2013,10921.7713,89261.73,6276.0684999999985,51095.28,162261.33000000022,20161.297200000034,200427.78000000023,24807.000000000036
82.70.372-1,02/05/2013,748.2897,6353.91,1699.063,14427.16,200427.78000000023,24807.000000000036,192354.53000000023,23856.226700000036
82.70.372-1,03/05/2013,13090.0,110862.76000000001,12852.1894,109130.99,192354.53000000023,23856.226700000036,194086.30000000028,24094.037300000036
82.70.372-1,06/05/2013,2630.8257,22338.97,3553.6128,30174.58,194086.30000000028,24094.037300000036,186250.6900000003,23171.25020000004
82.70.372-1,07/05/2013,750.1057000000001,6369.32,1684.239,14301.24,186250.6900000003,23171.25020000004,178318.7700000003,22237.116900000037
82.70.372-1,08/05/2013,10000.0,87488.45,5930.732000000002,50359.299999999996,178318.7700000003,22237.116900000037,215447.92000000033,26306.384900000034
82.70.372-1,09/05/2013,0.0,0.0,982.3408999999999,8341.289999999999,215447.92000000033,26306.384900000034,207106.63000000032,25324.044000000034
82.70.372-1,10/05/2013,4300.58,36171.560000000005,4031.6882,34233.96,207106.63000000032,25324.044000000034,209044.23000000033,25592.935800000032
82.70.372-1,13/05/2013,18934.58,167408.08999999997,10897.479800000001,92533.09,209044.23000000033,25592.935800000032,283919.23000000033,33630.03600000004
82.70.372-1,14/05/2013,561.0,4763.59,1501.9162999999999,12753.16,283919.23000000033,33630.03600000004,275929.6600000004,32689.119700000036
82.70.372-1,15/05/2013,0.0,0.0,807.0555999999999,6852.94,275929.6600000004,32689.119700000036,269076.7200000004,31882.064100000036
82.70.372-1,16/05/2013,934.58,7935.74,1750.1689000000001,14861.13,269076.7200000004,31882.064100000036,262151.33000000037,31066.475200000034
82.70.372-1,17/05/2013,748.0,6351.45,1546.9679999999998,13135.66,262151.33000000037,31066.475200000034,255367.12000000037,30267.507200000033
82.70.372-1,20/05/2013,934.58,7935.74,1792.4005000000002,15219.68,255367.12000000037,30267.507200000033,248083.1800000004,29409.686700000035
82.70.372-1,21/05/2013,0.0,0.0,960.3003000000001,8154.139999999999,248083.1800000004,29409.686700000035,239929.0400000004,28449.386400000036
82.70.372-1,22/05/2013,1682.58,14287.189999999999,2719.549,23092.36,239929.0400000004,28449.386400000036,231123.8700000004,27412.417400000035
82.70.372-1,23/05/2013,0.0,0.0,798.2655999999998,6778.249999999999,231123.8700000004,27412.417400000035,224345.6200000004,26614.151800000036
82.70.372-1,24/05/2013,1682.58,14287.189999999999,2523.7880999999998,21430.07,224345.6200000004,26614.151800000036,217202.7400000004,25772.94370000004
82.70.372-1,27/05/2013,6364.7393,53371.020000000004,3936.2448,33423.61,217202.7400000004,25772.94370000004,237150.15000000043,28201.43820000004
82.70.372-1,28/05/2013,1869.58,15875.05,2740.8291,23273.04,237150.15000000043,28201.43820000004,229752.1600000004,27330.189100000043
82.70.372-1,29/05/2013,19072.0556,164260.64,10356.218999999997,87937.11999999998,229752.1600000004,27330.189100000043,306075.6800000004,36046.02570000004
82.70.372-1,31/05/2013,2510.4923,29067.69,0.0,7750.5,306075.6800000004,36046.02570000004,327392.8700000004,38556.51800000004
82.70.372-1,03/06/2013,934.58,7926.63,1756.8993999999998,14901.16,327392.8700000004,38556.51800000004,320418.34000000043,37734.19860000004
82.70.372-1,04/06/2013,768.4261,6517.389999999999,1734.2745,14709.21,320418.34000000043,37734.19860000004,312226.5200000004,36768.35020000004
82.70.372-1,05/06/2013,10077.618,85473.2,11042.5098,93656.94,312226.5200000004,36768.35020000004,304042.78000000044,35803.45840000004
82.70.372-1,06/06/2013,934.58,7926.63,1917.9997,16267.5,304042.78000000044,35803.45840000004,295701.91000000044,34820.03870000004
82.70.372-1,07/06/2013,748.0,6344.15,1628.2656000000002,13810.099999999999,295701.91000000044,34820.03870000004,288235.9600000005,33939.77310000004
82.70.372-1,10/06/2013,934.58,7926.63,1904.4072999999999,16152.170000000002,288235.9600000005,33939.77310000004,280010.4200000005,32969.945800000045
82.70.372-1,11/06/2013,5607.476000000001,49031.61,3667.7318,31107.840000000004,280010.4200000005,32969.945800000045,297934.19000000047,34909.690000000046
82.70.372-1,12/06/2013,1682.58,14270.779999999999,2557.0873,21687.96,297934.19000000047,34909.690000000046,290517.0100000004,34035.18270000005
82.70.372-1,13/06/2013,0.0,0.0,860.7198,7300.15,290517.0100000004,34035.18270000005,283216.8600000004,33174.46290000005
82.70.372-1,14/06/2013,934.58,7926.63,1865.7194,15824.1,283216.8600000004,33174.46290000005,275319.3900000004,32243.32350000005
82.70.372-1,17/06/2013,7667.0,63299.88,5011.705,42506.73,275319.3900000004,32243.32350000005,296112.54000000044,34898.61850000005
82.70.372-1,18/06/2013,938.5264000000001,7960.1,1892.627,16052.300000000001,296112.54000000044,34898.61850000005,288020.34000000043,33944.51790000005
82.70.372-1,19/06/2013,748.0,6344.15,1707.4445,14481.670000000002,288020.34000000043,33944.51790000005,279882.8200000005,32985.07340000005
82.70.372-1,20/06/2013,934.58,7926.63,1982.8926999999999,16817.89,279882.8200000005,32985.07340000005,270991.56000000046,31936.760700000053
82.70.372-1,21/06/2013,0.0,0.0,918.4001,7789.410000000001,270991.56000000046,31936.760700000053,263202.1500000005,31018.360600000055
82.70.372-1,24/06/2013,1682.578,14270.759999999998,2625.6146,22269.13,263202.1500000005,31018.360600000055,255203.7800000005,30075.324000000055
82.70.372-1,25/06/2013,0.0,0.0,945.5986000000001,8020.120000000001,255203.7800000005,30075.324000000055,247183.6600000005,29129.725400000054
82.70.372-1,26/06/2013,934.58,7926.63,1869.6243,15857.16,247183.6600000005,29129.725400000054,239253.1300000005,28194.681100000056
82.70.372-1,27/06/2013,748.2618,6346.37,1705.1848,14462.49,239253.1300000005,28194.681100000056,231137.0100000005,27237.758100000057
82.70.372-1,28/06/2013,4672.900000000001,39512.93,3844.1228,32603.85,231137.0100000005,27237.758100000057,238046.09000000052,28066.535300000058
82.70.372-1,30/06/2013,0.0,188.37,706.8453,6183.47,238046.09000000052,28066.535300000058,232050.99000000051,27359.690000000057
82.70.372-1,01/07/2013,1682.58,13923.51,2746.926,22731.030000000002,232050.99000000051,27359.690000000057,223243.47000000053,26295.344000000056
82.70.372-1,02/07/2013,0.0,0.0,1057.0089,8746.9,223243.47000000053,26295.344000000056,214496.57000000053,25238.335100000055
82.70.372-1,03/07/2013,934.58,7733.74,1846.8712999999998,15283.01,214496.57000000053,25238.335100000055,206947.3000000005,24326.043800000058
82.70.372-1,04/07/2013,9159.22,77710.5,6322.7905,52321.75,206947.3000000005,24326.043800000058,232336.0500000005,27162.47330000006
82.70.372-1,05/07/2013,0.0,0.0,987.9979000000001,8175.82,232336.0500000005,27162.47330000006,224160.2300000005,26174.47540000006
82.70.372-1,06/07/2013,1456.8057,0.28,0.0,0.0,224160.2300000005,26174.47540000006,224160.5100000005,27631.281100000062
82.70.372-1,10/07/2013,934.58,7733.74,1754.3464,14517.41,224160.5100000005,27631.281100000062,217376.8400000005,26811.514700000065
82.70.372-1,11/07/2013,748.0,6189.77,1640.8711,13578.35,217376.8400000005,26811.514700000065,209988.26000000047,25918.643600000065
82.70.372-1,12/07/2013,935.0672000000001,7737.7699999999995,1768.5517,14634.94,209988.26000000047,25918.643600000065,203091.09000000046,25085.159100000066
82.70.372-1,15/07/2013,3738.32,32887.28,2662.6614999999997,22033.78999999999,203091.09000000046,25085.159100000066,213944.58000000048,26160.817600000068
82.70.372-1,16/07/2013,1682.58,13923.51,2605.4435000000003,21560.3,213944.58000000048,26160.817600000068,206307.7900000005,25237.954100000068
82.70.372-1,17/07/2013,0.0,0.0,812.8842,6726.719999999999,206307.7900000005,25237.954100000068,199581.0700000005,24425.069900000068
82.70.372-1,18/07/2013,1682.58,13923.51,2627.9871000000003,21746.82,199581.0700000005,24425.069900000068,191757.7600000005,23479.66280000007
82.70.372-1,19/07/2013,9721.48,81237.53000000001,6648.088499999999,55013.61,191757.7600000005,23479.66280000007,217981.68000000052,26553.054300000076
82.70.372-1,22/07/2013,934.58,7733.74,1756.1239,14532.09,217981.68000000052,26553.054300000076,211183.3300000005,25731.51040000008
82.70.372-1,23/07/2013,1495.58,12376.07,2331.1049,19290.14,211183.3300000005,25731.51040000008,204269.26000000053,24895.985500000083
82.70.372-1,24/07/2013,18.369799999999998,152.01,928.3157000000001,7681.93,204269.26000000053,24895.985500000083,196739.34000000055,23986.039600000084
82.70.372-1,25/07/2013,1682.58,13923.51,2635.806,21811.559999999998,196739.34000000055,23986.039600000084,188851.29000000056,23032.813600000085
82.70.372-1,26/07/2013,2.0222,16.73,912.5145,7551.139999999999,188851.29000000056,23032.813600000085,181316.8800000006,22122.321300000083
82.70.372-1,29/07/2013,5420.900000000001,46711.880000000005,4354.6703,36035.34999999999,181316.8800000006,22122.321300000083,191993.41000000061,23188.551000000087
82.70.372-1,30/07/2013,5984.0,49412.619999999995,3880.6614999999997,32112.830000000005,191993.41000000061,23188.551000000087,209293.2000000006,25291.88950000009
82.70.372-1,31/07/2013,2462.7557,29180.829999999998,2629.8740000000003,30563.809999999998,209293.2000000006,25291.88950000009,207910.22000000058,25124.77120000009
82.53.405-9,01/08/2012,6989.64,31897.850000000002,7232.838000000001,33007.71,71403.56,15716.0677,70293.70000000001,15472.8697
82.53.405-9,03/08/2012,6010.2,27326.65,0.0,0.0,70293.70000000001,15472.8697,97620.35,21483.0697
82.53.405-9,06/08/2012,0.0,0.0,1496.286,6828.44,97620.35,21483.0697,90791.91,19986.7837
82.53.405-9,08/08/2012,0.0,0.0,2702.2384,12331.9,90791.91,19986.7837,78460.01000000001,17284.545299999998
82.53.405-9,09/08/2012,356.16,1625.37,3129.0822000000003,14279.849999999999,78460.01000000001,17284.545299999998,65805.53,14511.623099999997
82.53.405-9,13/08/2012,8782.589,40080.13,8681.4,39618.35,65805.53,14511.623099999997,66267.31,14612.812099999997
82.53.405-9,15/08/2012,0.0,0.0,2780.6687999999995,12689.829999999998,66267.31,14612.812099999997,53577.479999999996,11832.143299999998
82.53.405-9,17/08/2012,6881.52,31824.07,3801.9277,17350.440000000002,53577.479999999996,11832.143299999998,68051.10999999999,14911.7356
82.53.405-9,20/08/2012,407.04,1857.56,4149.963500000001,18938.73,68051.10999999999,14911.7356,50969.93999999999,11168.8121
82.53.405-9,23/08/2012,0.0,0.0,401.208,1830.95,50969.93999999999,11168.8121,49138.98999999999,10767.604099999999
82.53.405-9,24/08/2012,1513.68,6907.81,3158.4247,14413.75,49138.98999999999,10767.604099999999,41633.04999999999,9122.8594
82.53.405-9,28/08/2012,788.64,3599.03,1268.4725999999998,5788.780000000001,41633.04999999999,9122.8594,39443.29999999999,8643.0268
82.53.405-9,31/08/2012,25.44,150.99,799.8480000000001,3685.07,39443.29999999999,8643.0268,35909.21999999999,7868.6188
82.53.405-9,01/09/2012,4.88,22.85,4.88,22.85,35909.21999999999,7868.6188,35909.21999999999,7868.6188
82.53.405-9,03/09/2012,0.0,0.0,21.297,99.72,35909.21999999999,7868.6188,35809.499999999985,7847.321800000001
82.53.405-9,04/09/2012,2467.68,11378.550000000001,0.0,0.0,35809.499999999985,7847.321800000001,47188.04999999999,10315.0018
82.53.405-9,05/09/2012,1106.64,5181.71,1106.64,5181.71,47188.04999999999,10315.0018,47188.04999999999,10315.0018
82.53.405-9,10/09/2012,31.8,148.9,31.8,148.9,47188.04999999999,10315.0018,47188.04999999999,10315.0018
82.53.405-9,11/09/2012,6.36,29.78,6.36,29.78,47188.04999999999,10315.0018,47188.04999999999,10315.0018
82.53.405-9,12/09/2012,257.721,1206.75,427.971,2003.9199999999998,47188.04999999999,10315.0018,46390.87999999999,10144.7518
82.53.405-9,13/09/2012,0.0,0.0,6.296,29.48,46390.87999999999,10144.7518,46361.39999999999,10138.4558
82.53.405-9,14/09/2012,1214.76,5739.78,5.643999999999999,26.43,46361.39999999999,10138.4558,52074.749999999985,11347.5718
82.53.405-9,17/09/2012,9031.2,42287.509999999995,9031.2,42287.509999999995,52074.749999999985,11347.5718,52074.749999999985,11347.571800000002
82.53.405-9,18/09/2012,2206.92,10248.8,5650.8013,26459.210000000003,52074.749999999985,11347.571800000002,35864.33999999998,7903.6905000000015
82.53.405-9,19/09/2012,0.0,0.0,656.7475999999999,3075.1400000000003,35864.33999999998,7903.6905000000015,32789.19999999998,7246.942900000002
82.53.405-9,20/09/2012,0.0,0.0,1481.5452,6937.16,32789.19999999998,7246.942900000002,25852.039999999983,5765.397700000001
82.53.405-9,21/09/2012,171.72,2618.62,715.0888000000001,3348.32,25852.039999999983,5765.397700000001,25122.339999999982,5222.028900000001
82.53.405-9,24/09/2012,0.0,0.0,3351.8941000000004,15694.84,25122.339999999982,5222.028900000001,9427.499999999982,1870.1348000000007
82.53.405-9,25/09/2012,0.0,0.0,94.449,442.24,9427.499999999982,1870.1348000000007,8985.259999999982,1775.6858000000007
82.53.405-9,26/09/2012,0.0,0.0,11.239,52.620000000000005,8985.259999999982,1775.6858000000007,8932.639999999981,1764.4468000000006
82.53.405-9,28/09/2012,14895.119999999999,69073.76,8850.706,41442.36,8932.639999999981,1764.4468000000006,36564.03999999998,7808.8608
82.53.405-9,30/09/2012,0.0,385.22,0.0,385.22,36564.03999999998,7808.8608,36564.03999999998,7808.8608
82.53.405-9,01/10/2012,108.12,495.26,2256.7037,10337.1,36564.03999999998,7808.8608,26722.199999999983,5660.2771
82.53.405-9,02/10/2012,0.0,0.0,143.0683,655.34,26722.199999999983,5660.2771,26066.859999999982,5517.2088
82.53.405-9,03/10/2012,3402.6,15586.02,6833.0422,31299.58,26066.859999999982,5517.2088,10353.299999999981,2086.766600000001
82.53.405-9,04/10/2012,318.0,1456.64,318.0,1456.64,10353.299999999981,2086.766600000001,10353.299999999981,2086.766600000001
82.53.405-9,05/10/2012,0.0,0.0,746.6454,3420.09,10353.299999999981,2086.766600000001,6933.209999999981,1340.121200000001
82.53.405-9,08/10/2012,31.8,145.66,446.06100000000004,2043.23,6933.209999999981,1340.121200000001,5035.639999999981,925.8602000000009
82.53.405-9,09/10/2012,324.36,1485.77,378.3419,1733.05,5035.639999999981,925.8602000000009,4788.3599999999815,871.8783000000009
82.53.405-9,10/10/2012,7046.88,31848.209999999995,340.773,1560.95,4788.3599999999815,871.8783000000009,35075.61999999998,7577.985300000001
82.53.405-9,15/10/2012,12573.719999999998,56761.18,4044.96,18528.42,35075.61999999998,7577.985300000001,73308.37999999999,16106.745299999999
82.53.405-9,22/10/2012,124.347,569.59,0.0,0.0,73308.37999999999,16106.745299999999,73877.96999999999,16231.092299999998
82.53.405-9,23/10/2012,0.0,0.0,2.061,9.44,73877.96999999999,16231.092299999998,73868.52999999998,16229.031299999999
82.53.405-9,24/10/2012,7714.68,35689.979999999996,309.15,1416.1,73868.52999999998,16229.031299999999,108142.40999999997,23634.561299999998
82.53.405-9,25/10/2012,8528.76,39067.01,9756.964100000001,44692.950000000004,108142.40999999997,23634.561299999998,102516.46999999997,22406.357199999995
82.53.405-9,26/10/2012,2601.24,12033.96,891.726,4084.66,102516.46999999997,22406.357199999995,110465.76999999996,24115.871199999998
82.53.405-9,29/10/2012,241.68,1107.04,1389.9764,6366.95,110465.76999999996,24115.871199999998,105205.85999999996,22967.5748
82.53.405-9,30/10/2012,0.0,0.0,6.411,29.37,105205.85999999996,22967.5748,105176.48999999996,22961.1638
82.53.405-9,31/10/2012,0.0,404.96,2225.88,10600.87,105176.48999999996,22961.1638,94980.57999999997,20735.283799999997
82.53.405-9,01/11/2012,0.0,0.0,2164.05,10493.07,94980.57999999997,20735.283799999997,84487.50999999998,18571.233799999998
82.53.405-9,05/11/2012,0.0,0.0,3186.7676,15452.02,84487.50999999998,18571.233799999998,69035.48999999998,15384.466199999999
82.53.405-9,06/11/2012,2811.12,14881.82,1326.6086,6432.47,69035.48999999998,15384.466199999999,77484.83999999997,16868.9776
82.53.405-9,08/11/2012,25404.0,123179.16,25404.0,123179.16,77484.83999999997,16868.9776,77484.83999999997,16868.9776
82.53.405-9,09/11/2012,1380.12,6691.94,2721.831,13197.64,77484.83999999997,16868.9776,70979.13999999997,15527.266599999997
82.53.405-9,12/11/2012,0.0,0.0,2008.5367,9739.02,70979.13999999997,15527.266599999997,61240.119999999966,13518.729899999997
82.53.405-9,20/11/2012,0.0,0.0,6324.795100000001,30667.720000000005,61240.119999999966,13518.729899999997,30572.39999999996,7193.934799999995
82.53.405-9,21/11/2012,298.92,1449.41,298.92,1449.41,30572.39999999996,7193.934799999995,30572.39999999996,7193.934799999995
82.53.405-9,22/11/2012,680.52,3299.71,1679.5263,8143.7,30572.39999999996,7193.934799999995,25728.409999999963,6194.928499999996
82.53.405-9,23/11/2012,1888.92,9692.3,0.0,0.0,25728.409999999963,6194.928499999996,35420.70999999996,8083.848499999996
82.53.405-9,24/11/2012,1888.92,9159.01,1977.7275,9589.62,35420.70999999996,8083.848499999996,34990.09999999996,7995.0409999999965
82.53.405-9,27/11/2012,2105.16,10207.52,2105.16,10207.52,34990.09999999996,7995.0409999999965,34990.09999999996,7995.040999999997
82.53.405-9,29/11/2012,1348.32,6537.75,1348.32,6537.75,34990.09999999996,7995.040999999997,34990.09999999996,7995.040999999997
82.53.405-9,30/11/2012,15632.88,82042.44,6919.679999999999,36017.53,34990.09999999996,7995.040999999997,81015.00999999997,16708.240999999995
82.53.405-9,03/12/2012,0.0,0.0,395.332,1944.97,81015.00999999997,16708.240999999995,79070.03999999996,16312.908999999994
82.53.405-9,04/12/2012,483.36,2378.05,970.6509,4775.450000000001,79070.03999999996,16312.908999999994,76672.63999999997,15825.618099999992
82.53.405-9,05/12/2012,120.84,594.51,2133.6749,10497.349999999999,76672.63999999997,15825.618099999992,66769.79999999996,13812.783199999993
82.53.405-9,06/12/2012,7600.2,37391.77,7717.677,37969.74,66769.79999999996,13812.783199999993,66191.82999999996,13695.306199999992
82.53.405-9,17/12/2012,6131.04,30616.52,0.0,0.0,66191.82999999996,13695.306199999992,96808.34999999996,19826.346199999993
82.53.405-9,18/12/2012,2893.8001,14450.74,1582.3537000000001,7784.93,96808.34999999996,19826.346199999993,103474.15999999997,21137.792599999993
82.53.405-9,19/12/2012,7046.8802,35189.93,97.5115,479.74,103474.15999999997,21137.792599999993,138184.34999999998,28087.161299999992
82.53.405-9,20/12/2012,16071.720299999999,79070.3,16071.720299999999,79070.3,138184.34999999998,28087.161299999992,138184.34999999998,28087.161299999992
82.53.405-9,23/12/2012,0.0,0.0,2578.7003,12686.8,138184.34999999998,28087.161299999992,125497.54999999997,25508.460999999992
82.53.405-9,31/12/2012,0.0,1186.8899999999999,0.0,1186.89,125497.54999999997,25508.460999999992,125497.54999999997,25508.460999999992
82.53.405-9,07/01/2013,365.47900000000004,1822.79,5903.6174,29443.480000000003,125497.54999999997,25508.460999999992,97876.85999999996,19970.322599999992
82.53.405-9,08/01/2013,833.16,4155.27,1631.8530999999998,8138.64,97876.85999999996,19970.322599999992,93893.48999999996,19171.629499999992
82.53.405-9,09/01/2013,947.64,4726.22,1748.6758,8721.27,93893.48999999996,19171.629499999992,89898.43999999996,18370.59369999999
82.53.405-9,10/01/2013,483.36,2410.69,953.268,4754.29,89898.43999999996,18370.59369999999,87554.83999999997,17900.68569999999
82.53.405-9,11/01/2013,5221.56,26041.800000000003,5561.625,27737.83,87554.83999999997,17900.68569999999,85858.80999999997,17560.620699999992
82.53.405-9,15/01/2013,19.08,95.16,142.74,711.9,85858.80999999997,17560.620699999992,85242.06999999998,17436.960699999992
82.53.405-9,16/01/2013,0.0,0.0,2.748,13.71,85242.06999999998,17436.960699999992,85228.35999999997,17434.212699999993
82.53.405-9,17/01/2013,0.0,0.0,1.374,6.85,85228.35999999997,17434.212699999993,85221.50999999997,17432.838699999993
82.53.405-9,18/01/2013,0.0,0.0,138.087,688.69,85221.50999999997,17432.838699999993,84532.81999999996,17294.751699999993
82.53.405-9,21/01/2013,3001.92,15284.3,1324.0249,6603.39,84532.81999999996,17294.751699999993,93213.72999999997,18972.64679999999
82.53.405-9,22/01/2013,3001.92,14971.66,6337.4928,31607.36,93213.72999999997,18972.64679999999,76578.02999999997,15637.073999999993
82.53.405-9,24/01/2013,8719.56,44395.72,0.0,0.0,76578.02999999997,15637.073999999993,120973.74999999997,24356.63399999999
82.53.405-9,25/01/2013,11963.16,59664.590000000004,11963.16,59664.590000000004,120973.74999999997,24356.63399999999,120973.74999999997,24356.633999999995
82.53.405-9,26/01/2013,4814.52,24513.17,0.0,0.0,120973.74999999997,24356.633999999995,145486.91999999998,29171.153999999995
82.53.405-9,28/01/2013,4814.52,24011.74,4814.52,24011.74,145486.91999999998,29171.153999999995,145486.91999999998,29171.154
82.53.405-9,30/01/2013,0.0,0.0,1112.94,5550.63,145486.91999999998,29171.154,139936.28999999998,28058.214
82.53.405-9,31/01/2013,95.4,2197.9900000000002,2135.79,12374.15,139936.28999999998,28058.214,129760.12999999998,26017.824
82.53.405-9,01/02/2013,14564.4,73180.43,15684.21,78807.04,129760.12999999998,26017.824,124133.51999999997,24898.014000000003
82.53.405-9,02/02/2013,0.0,0.0,3611.7043999999996,18147.41,124133.51999999997,24898.014000000003,105986.10999999997,21286.309600000004
82.53.405-9,05/02/2013,0.0,0.0,5759.8061,28940.769999999997,105986.10999999997,21286.309600000004,77045.33999999997,15526.503500000004
82.53.405-9,07/02/2013,0.0,0.0,1804.733,9068.08,77045.33999999997,15526.503500000004,67977.25999999997,13721.770500000004
82.53.405-9,08/02/2013,10066.18,50913.91,6049.4564,30396.170000000002,67977.25999999997,13721.770500000004,88494.99999999997,17738.494100000007
82.53.405-9,13/02/2013,13546.8,68520.51999999999,6773.4,34033.7,88494.99999999997,17738.494100000007,122981.81999999996,24511.894100000005
82.53.405-9,14/02/2013,3828.72,19237.82,3828.72,19237.82,122981.81999999996,24511.894100000005,122981.81999999995,24511.894100000005
82.53.405-9,15/02/2013,1755.36,8820.0,3580.0568999999996,17988.39,122981.81999999995,24511.894100000005,113813.42999999995,22687.197200000006
82.53.405-9,18/02/2013,6.36,31.96,3850.881,19349.17,113813.42999999995,22687.197200000006,94496.21999999996,18842.676200000005
82.53.405-9,19/02/2013,0.0,0.0,556.47,2796.04,94496.21999999996,18842.676200000005,91700.17999999996,18286.206200000004
82.53.405-9,20/02/2013,7250.4,36430.43,13941.9671,70052.93,91700.17999999996,18286.206200000004,58077.679999999964,11594.639100000002
82.53.405-9,21/02/2013,756.84,3802.83,1528.1289,7678.26,58077.679999999964,11594.639100000002,54202.24999999996,10823.350200000003
82.53.405-9,22/02/2013,7670.16,38795.700000000004,3855.5854999999997,19372.8,54202.24999999996,10823.350200000003,73625.14999999997,14637.924700000005
82.53.405-9,25/02/2013,40.537,203.69,40.537,203.69,73625.14999999997,14637.924700000005,73625.14999999997,14637.924700000005
82.53.405-9,26/02/2013,11289.0,56647.53,8598.3297,43203.25,73625.14999999997,14637.924700000005,87069.42999999996,17328.595
82.53.405-9,27/02/2013,9183.84,46145.22,9183.84,46145.22,87069.42999999996,17328.595,87069.42999999996,17328.595
82.53.405-9,28/02/2013,1240.2,6412.38,3787.652,19212.34,87069.42999999996,17328.595,74269.46999999997,14781.143000000002
82.53.405-9,01/03/2013,3.72,18.59,3.72,18.59,74269.46999999997,14781.143000000002,74269.46999999997,14781.143000000002
82.53.405-9,04/03/2013,25.44,127.07,25.44,127.07,74269.46999999997,14781.143000000002,74269.46999999997,14781.143000000002
82.53.405-9,05/03/2013,8013.6,40055.97,8301.923999999999,41466.95,74269.46999999997,14781.143000000002,72858.48999999998,14492.819000000003
82.53.405-9,06/03/2013,16300.68,81464.45,10322.279999999999,51558.350000000006,72858.48999999998,14492.819000000003,102764.58999999997,20471.219000000005
82.53.405-9,07/03/2013,6086.5199999999995,30401.31,6552.053,32726.58,102764.58999999997,20471.219000000005,100439.31999999996,20005.686000000005
82.53.405-9,08/03/2013,4.2799,21.38,4.2799,21.38,100439.31999999996,20005.686000000005,100439.31999999996,20005.686000000005
82.53.405-9,11/03/2013,11905.92,59513.05,5952.96,29734.2,100439.31999999996,20005.686000000005,130218.16999999997,25958.646000000008
82.53.405-9,12/03/2013,5955.0401,29744.59,5955.0401,29744.59,130218.16999999997,25958.646000000008,130218.16999999998,25958.646000000008
82.53.405-9,13/03/2013,1231.098,6149.16,0.0,0.0,130218.16999999998,25958.646000000008,136367.33,27189.744000000006
82.53.405-9,15/03/2013,2353.2,11762.73,3278.8199999999997,16377.25,136367.33,27189.744000000006,131752.81,26264.124000000007
82.53.405-9,18/03/2013,14826.720000000001,74057.39,17347.1612,86646.65,131752.81,26264.124000000007,119163.55000000002,23743.682800000013
82.53.405-9,19/03/2013,10023.36,50065.28,11444.763,57164.99,119163.55000000002,23743.682800000013,112063.84000000003,22322.27980000001
82.53.405-9,20/03/2013,7123.2,35606.09,6652.9619,33230.61,112063.84000000003,22322.27980000001,114439.32000000002,22792.517900000013
82.53.405-9,21/03/2013,14958.720000000001,74605.86,18959.16,95588.49999999999,114439.32000000002,22792.517900000013,93456.68000000004,18792.077900000015
82.53.405-9,22/03/2013,3854.16,19250.989999999998,5469.6801,27320.28,93456.68000000004,18792.077900000015,85387.39000000004,17176.557800000017
82.53.405-9,25/03/2013,6.36,31.77,6.36,31.77,85387.39000000004,17176.557800000017,85387.39000000004,17176.557800000017
82.53.405-9,26/03/2013,17426.4,86882.67000000001,13348.289799999999,66672.84000000001,85387.39000000004,17176.557800000017,105597.22000000004,21254.66800000002
82.53.405-9,27/03/2013,5018.040000000001,25064.41,10046.827000000001,50182.50000000001,105597.22000000004,21254.66800000002,80479.13000000003,16225.88100000002
82.53.405-9,28/03/2013,20717.844999999998,104731.45000000001,16054.203,80870.49,80479.13000000003,16225.88100000002,104340.09000000004,20889.523000000016
82.53.405-9,31/03/2013,0.0,1455.2099999999998,0.0,1455.21,104340.09000000004,20889.523000000016,104340.09000000004,20889.523000000016
82.53.405-9,01/04/2013,508.8,2551.29,1748.3552,8766.830000000002,104340.09000000004,20889.523000000016,98124.55000000003,19649.967800000013
82.53.405-9,02/04/2013,0.0,0.0,812.383,4073.5600000000004,98124.55000000003,19649.967800000013,94050.99000000003,18837.58480000001
82.53.405-9,03/04/2013,8064.48,40604.380000000005,4125.549999999999,20686.87,94050.99000000003,18837.58480000001,113968.50000000006,22776.51480000001
82.53.405-9,09/04/2013,903.12,4528.54,2494.8664,12510.09,113968.50000000006,22776.51480000001,105986.95000000006,21184.76840000001
82.53.405-9,10/04/2013,6919.68,34697.560000000005,7068.759,35445.090000000004,105986.95000000006,21184.76840000001,105239.42000000007,21035.68940000001
82.53.405-9,11/04/2013,25.44,127.56,6593.9753,33064.37,105239.42000000007,21035.68940000001,72302.61000000007,14467.154100000009
82.53.405-9,12/04/2013,4693.68,23535.66,4693.68,23535.66,72302.61000000007,14467.154100000009,72302.61000000007,14467.154100000007
82.53.405-9,15/04/2013,10748.4,54117.83,5374.2,26948.01,72302.61000000007,14467.154100000007,99472.43000000008,19841.354100000008
82.53.405-9,16/04/2013,5374.2,26948.01,5374.2,26948.01,99472.43000000008,19841.354100000008,99472.43000000008,19841.354100000008
